perimetro,area,DPA_PARROQ,DPA_DESPAR,Area ha,Parroquia,COD,PIT,CLASIFICAC,SUBCLASIFI,NIVEL_USO,PIT_TRATAM,ACT_GENERA,USO_GENERA,SECTOR,COD_UE,SUBCLAS_UR,COD_PARR,ubicacion,tratamient,densidad,area_2,codigo,zona,LOTE_MIN,DENS_PROP,ALTURA_MAX,SUBCLASS,area_m2
48446.99,73744772.82,"010152",CUMBE,7377.42167200,CUMBE,P02_02,ASENTAMIENTO RURAL CONCENTRADO - con radio de influencia de 200m.,RURAL,PRODUCCION,ASENTAMIENTOS RURALES,PROMOCION PRODUCTIVA,PRODUCTIVAS,RESIDENCIAL RURAL,,,,"010152",,,,12.360679728815683,,RU,"0",,"0",PRODUCCION,123606.7974
48446.99,73744772.82,"010152",CUMBE,7377.42167200,CUMBE,P02_02,ASENTAMIENTO RURAL CONCENTRADO - con radio de influencia de 200m.,RURAL,PRODUCCION,ASENTAMIENTOS RURALES,PROMOCION PRODUCTIVA,PRODUCTIVAS,RESIDENCIAL RURAL,,,,"010152",,,,12.360679712357740,,RU,"0",,"0",PRODUCCION,123606.7969
48446.99,73744772.82,"010152",CUMBE,7377.42167200,CUMBE,P02_02,ASENTAMIENTO RURAL CONCENTRADO - con radio de influencia de 200m.,RURAL,PRODUCCION,ASENTAMIENTOS RURALES,PROMOCION PRODUCTIVA,PRODUCTIVAS,RESIDENCIAL RURAL,,,,"010152",,,,12.360679866355387,,RU,"0",,"0",PRODUCCION,123606.7974
48446.99,73744772.82,"010152",CUMBE,7377.42167200,CUMBE,P02_02,ASENTAMIENTO RURAL CONCENTRADO - con radio de influencia de 200m.,RURAL,PRODUCCION,ASENTAMIENTOS RURALES,PROMOCION PRODUCTIVA,PRODUCTIVAS,RESIDENCIAL RURAL,,,,"010152",,,,22.696704094813850,,RU,"0",,"0",PRODUCCION,226967.0410
48446.99,73744772.82,"010152",CUMBE,7377.42167200,CUMBE,P02_02,ASENTAMIENTO RURAL CONCENTRADO - con radio de influencia de 200m.,RURAL,PRODUCCION,ASENTAMIENTOS RURALES,PROMOCION PRODUCTIVA,PRODUCTIVAS,RESIDENCIAL RURAL,,,,"010152",,,,12.360680199908348,,RU,"0",,"0",PRODUCCION,123606.8018
48446.99,73744772.82,"010152",CUMBE,7377.42167200,CUMBE,P02_02,ASENTAMIENTO RURAL CONCENTRADO - con radio de influencia de 200m.,RURAL,PRODUCCION,ASENTAMIENTOS RURALES,PROMOCION PRODUCTIVA,PRODUCTIVAS,RESIDENCIAL RURAL,,,,"010152",,,,12.360679624220914,,RU,"0",,"0",PRODUCCION,123606.7954
48446.99,73744772.82,"010152",CUMBE,7377.42167200,CUMBE,P02_02,ASENTAMIENTO RURAL CONCENTRADO - con radio de influencia de 200m.,RURAL,PRODUCCION,ASENTAMIENTOS RURALES,PROMOCION PRODUCTIVA,PRODUCTIVAS,RESIDENCIAL RURAL,,,,"010152",,,,12.360679902371988,,RU,"0",,"0",PRODUCCION,123606.7988
48446.99,73744772.82,"010152",CUMBE,7377.42167200,CUMBE,P02_02,ASENTAMIENTO RURAL CONCENTRADO - con radio de influencia de 200m.,RURAL,PRODUCCION,ASENTAMIENTOS RURALES,PROMOCION PRODUCTIVA,PRODUCTIVAS,RESIDENCIAL RURAL,,,,"010152",,,,11.189362360445330,,RU,"0",,"0",PRODUCCION,111893.6245
48446.99,73744772.82,"010152",CUMBE,7377.42167200,CUMBE,P02_02,ASENTAMIENTO RURAL CONCENTRADO - con radio de influencia de 200m.,RURAL,PRODUCCION,ASENTAMIENTOS RURALES,PROMOCION PRODUCTIVA,PRODUCTIVAS,RESIDENCIAL RURAL,,,,"010152",,,,12.355546332874725,,RU,"0",,"0",PRODUCCION,123555.4634
48446.99,73744772.82,"010152",CUMBE,7377.42167200,CUMBE,P02_02,ASENTAMIENTO RURAL CONCENTRADO - con radio de influencia de 200m.,RURAL,PRODUCCION,ASENTAMIENTOS RURALES,PROMOCION PRODUCTIVA,PRODUCTIVAS,RESIDENCIAL RURAL,,,,"010171",,,,12.072290229816094,,RU,"0",,"0",PRODUCCION,120722.9023
48446.99,73744772.82,"010152",CUMBE,7377.42167200,CUMBE,P05,AREA PECUARIA,RURAL,PRODUCCION,PECUARIO,PROMOCION PRODUCTIVA,PRODUCTIVAS,AGROPECUARIO,,,,"010161",,,,2.371705323659790,,RU,"0",,"0",PRODUCCION,23717.0537
48446.99,73744772.82,"010152",CUMBE,7377.42167200,CUMBE,P05,AREA PECUARIA,RURAL,PRODUCCION,PECUARIO,PROMOCION PRODUCTIVA,PRODUCTIVAS,AGROPECUARIO,,,,"010152",,,,111.894433081280411,,RU,"0",,"0",PRODUCCION,1118944.3340
48446.99,73744772.82,"010152",CUMBE,7377.42167200,CUMBE,P05,AREA PECUARIA,RURAL,PRODUCCION,PECUARIO,PROMOCION PRODUCTIVA,PRODUCTIVAS,AGROPECUARIO,,,,"010152",,,,2.097913625179292,,RU,"0",,"0",PRODUCCION,20979.1367
48446.99,73744772.82,"010152",CUMBE,7377.42167200,CUMBE,P05,AREA PECUARIA,RURAL,PRODUCCION,PECUARIO,PROMOCION PRODUCTIVA,PRODUCTIVAS,AGROPECUARIO,,,,"010152",,,,10.088509003075767,,RU,"0",,"0",PRODUCCION,100885.0869
48446.99,73744772.82,"010152",CUMBE,7377.42167200,CUMBE,P05,AREA PECUARIA,RURAL,PRODUCCION,PECUARIO,PROMOCION PRODUCTIVA,PRODUCTIVAS,AGROPECUARIO,,,,"010152",,,,94.761723448262259,,RU,"0",,"0",PRODUCCION,947617.2363
48446.99,73744772.82,"010152",CUMBE,7377.42167200,CUMBE,P05,AREA PECUARIA,RURAL,PRODUCCION,PECUARIO,PROMOCION PRODUCTIVA,PRODUCTIVAS,AGROPECUARIO,,,,"010152",,,,4.768486410045316,,RU,"0",,"0",PRODUCCION,47684.8628
48446.99,73744772.82,"010152",CUMBE,7377.42167200,CUMBE,P05,AREA PECUARIA,RURAL,PRODUCCION,PECUARIO,PROMOCION PRODUCTIVA,PRODUCTIVAS,AGROPECUARIO,,,,"010152",,,,25.836150466849411,,RU,"0",,"0",PRODUCCION,258361.5063
48446.99,73744772.82,"010152",CUMBE,7377.42167200,CUMBE,P05,AREA PECUARIA,RURAL,PRODUCCION,PECUARIO,PROMOCION PRODUCTIVA,PRODUCTIVAS,AGROPECUARIO,,,,"010152",,,,29.986754696553632,,RU,"0",,"0",PRODUCCION,299867.5449
48446.99,73744772.82,"010152",CUMBE,7377.42167200,CUMBE,P05,AREA PECUARIA,RURAL,PRODUCCION,PECUARIO,PROMOCION PRODUCTIVA,PRODUCTIVAS,AGROPECUARIO,,,,"010152",,,,67.592993377694256,,RU,"0",,"0",PRODUCCION,675929.9351
48446.99,73744772.82,"010152",CUMBE,7377.42167200,CUMBE,P05,AREA PECUARIA,RURAL,PRODUCCION,PECUARIO,PROMOCION PRODUCTIVA,PRODUCTIVAS,AGROPECUARIO,,,,"010152",,,,171.731714050331561,,RU,"0",,"0",PRODUCCION,1717317.1426
48446.99,73744772.82,"010152",CUMBE,7377.42167200,CUMBE,P05,AREA PECUARIA,RURAL,PRODUCCION,PECUARIO,PROMOCION PRODUCTIVA,PRODUCTIVAS,AGROPECUARIO,,,,"010171",,,,7.533794604226668,,RU,"0",,"0",PRODUCCION,75337.9443
48446.99,73744772.82,"010152",CUMBE,7377.42167200,CUMBE,P06,AREA SILVOPASTORIL,RURAL,PRODUCCION,SILVOPASTORIL,PROMOCION PRODUCTIVA,PRODUCTIVAS,AGROPECUARIO,,,,"010161",,,,0.029556411132043,,RU,"0",,"0",PRODUCCION,295.5640
48446.99,73744772.82,"010152",CUMBE,7377.42167200,CUMBE,P06,AREA SILVOPASTORIL,RURAL,PRODUCCION,SILVOPASTORIL,PROMOCION PRODUCTIVA,PRODUCTIVAS,AGROPECUARIO,,,,"010152",,,,12.695921097236649,,RU,"0",,"0",PRODUCCION,126959.2075
48446.99,73744772.82,"010152",CUMBE,7377.42167200,CUMBE,P06,AREA SILVOPASTORIL,RURAL,PRODUCCION,SILVOPASTORIL,PROMOCION PRODUCTIVA,PRODUCTIVAS,AGROPECUARIO,,,,"010152",,,,20.947895823975255,,RU,"0",,"0",PRODUCCION,209478.9609
48446.99,73744772.82,"010152",CUMBE,7377.42167200,CUMBE,P06,AREA SILVOPASTORIL,RURAL,PRODUCCION,SILVOPASTORIL,PROMOCION PRODUCTIVA,PRODUCTIVAS,AGROPECUARIO,,,,"010152",,,,59.972762455768056,,RU,"0",,"0",PRODUCCION,599727.6221
48446.99,73744772.82,"010152",CUMBE,7377.42167200,CUMBE,P06,AREA SILVOPASTORIL,RURAL,PRODUCCION,SILVOPASTORIL,PROMOCION PRODUCTIVA,PRODUCTIVAS,AGROPECUARIO,,,,"010152",,,,3.868923419904301,,RU,"0",,"0",PRODUCCION,38689.2344
48446.99,73744772.82,"010152",CUMBE,7377.42167200,CUMBE,P06,AREA SILVOPASTORIL,RURAL,PRODUCCION,SILVOPASTORIL,PROMOCION PRODUCTIVA,PRODUCTIVAS,AGROPECUARIO,,,,"010152",,,,0.202741036381995,,RU,"0",,"0",PRODUCCION,2027.4097
48446.99,73744772.82,"010152",CUMBE,7377.42167200,CUMBE,P06,AREA SILVOPASTORIL,RURAL,PRODUCCION,SILVOPASTORIL,PROMOCION PRODUCTIVA,PRODUCTIVAS,AGROPECUARIO,,,,"010152",,,,0.720384946596532,,RU,"0",,"0",PRODUCCION,7203.8486
48446.99,73744772.82,"010152",CUMBE,7377.42167200,CUMBE,P06,AREA SILVOPASTORIL,RURAL,PRODUCCION,SILVOPASTORIL,PROMOCION PRODUCTIVA,PRODUCTIVAS,AGROPECUARIO,,,,"010152",,,,0.412872399819506,,RU,"0",,"0",PRODUCCION,4128.7241
48446.99,73744772.82,"010152",CUMBE,7377.42167200,CUMBE,P06,AREA SILVOPASTORIL,RURAL,PRODUCCION,SILVOPASTORIL,PROMOCION PRODUCTIVA,PRODUCTIVAS,AGROPECUARIO,,,,"010152",,,,0.451558825498320,,RU,"0",,"0",PRODUCCION,4515.5884
48446.99,73744772.82,"010152",CUMBE,7377.42167200,CUMBE,P06,AREA SILVOPASTORIL,RURAL,PRODUCCION,SILVOPASTORIL,PROMOCION PRODUCTIVA,PRODUCTIVAS,AGROPECUARIO,,,,"010152",,,,5.000317978111660,,RU,"0",,"0",PRODUCCION,50003.1792
48446.99,73744772.82,"010152",CUMBE,7377.42167200,CUMBE,P06,AREA SILVOPASTORIL,RURAL,PRODUCCION,SILVOPASTORIL,PROMOCION PRODUCTIVA,PRODUCTIVAS,AGROPECUARIO,,,,"010152",,,,45.779438821264549,,RU,"0",,"0",PRODUCCION,457794.3901
48446.99,73744772.82,"010152",CUMBE,7377.42167200,CUMBE,P06,AREA SILVOPASTORIL,RURAL,PRODUCCION,SILVOPASTORIL,PROMOCION PRODUCTIVA,PRODUCTIVAS,AGROPECUARIO,,,,"010152",,,,0.901866110495033,,RU,"0",,"0",PRODUCCION,9018.6621
48446.99,73744772.82,"010152",CUMBE,7377.42167200,CUMBE,P06,AREA SILVOPASTORIL,RURAL,PRODUCCION,SILVOPASTORIL,PROMOCION PRODUCTIVA,PRODUCTIVAS,AGROPECUARIO,,,,"010171",,,,1072.747936160000108,,RU,"0",,"0",PRODUCCION,10727479.3501
48446.99,73744772.82,"010152",CUMBE,7377.42167200,CUMBE,PR02,AREA DE INTERES HIDRICO (ETAPA),RURAL,PROTECCION,INTERES HIDRICO,CONSERVACION,CONSERVACION,PROTECCION ECOLOGICA,,,,"010152",,,,35.268786817264427,,RU,"0",,"0",PROTECCION,352687.8701
48446.99,73744772.82,"010152",CUMBE,7377.42167200,CUMBE,PR02,AREA DE INTERES HIDRICO (ETAPA),RURAL,PROTECCION,INTERES HIDRICO,CONSERVACION,CONSERVACION,PROTECCION ECOLOGICA,,,,"010152",,,,0.031403889058342,,RU,"0",,"0",PROTECCION,314.0396
48446.99,73744772.82,"010152",CUMBE,7377.42167200,CUMBE,PR02,AREA DE INTERES HIDRICO (ETAPA),RURAL,PROTECCION,INTERES HIDRICO,CONSERVACION,CONSERVACION,PROTECCION ECOLOGICA,,,,"010152",,,,0.925540709351363,,RU,"0",,"0",PROTECCION,9255.4067
48446.99,73744772.82,"010152",CUMBE,7377.42167200,CUMBE,PR02,AREA DE INTERES HIDRICO (ETAPA),RURAL,PROTECCION,INTERES HIDRICO,CONSERVACION,CONSERVACION,PROTECCION ECOLOGICA,,,,"010152",,,,5.250516241099868,,RU,"0",,"0",PROTECCION,52505.1621
48446.99,73744772.82,"010152",CUMBE,7377.42167200,CUMBE,PR02,AREA DE INTERES HIDRICO (ETAPA),RURAL,PROTECCION,INTERES HIDRICO,CONSERVACION,CONSERVACION,PROTECCION ECOLOGICA,,,,"010152",,,,157.217153218338410,,RU,"0",,"0",PROTECCION,1572171.5332
48446.99,73744772.82,"010152",CUMBE,7377.42167200,CUMBE,PR02,AREA DE INTERES HIDRICO (ETAPA),RURAL,PROTECCION,INTERES HIDRICO,CONSERVACION,CONSERVACION,PROTECCION ECOLOGICA,,,,"010152",,,,16.774882057552240,,RU,"0",,"0",PROTECCION,167748.8223
48446.99,73744772.82,"010152",CUMBE,7377.42167200,CUMBE,PR02,AREA DE INTERES HIDRICO (ETAPA),RURAL,PROTECCION,INTERES HIDRICO,CONSERVACION,CONSERVACION,PROTECCION ECOLOGICA,,,,"010152",,,,1.486030651741800,,RU,"0",,"0",PROTECCION,14860.3071
48446.99,73744772.82,"010152",CUMBE,7377.42167200,CUMBE,PR02,AREA DE INTERES HIDRICO (ETAPA),RURAL,PROTECCION,INTERES HIDRICO,CONSERVACION,CONSERVACION,PROTECCION ECOLOGICA,,,,"010152",,,,8.627921727920796,,RU,"0",,"0",PROTECCION,86279.2124
48446.99,73744772.82,"010152",CUMBE,7377.42167200,CUMBE,PR02,AREA DE INTERES HIDRICO (ETAPA),RURAL,PROTECCION,INTERES HIDRICO,CONSERVACION,CONSERVACION,PROTECCION ECOLOGICA,,,,"010152",,,,66.000731689756776,,RU,"0",,"0",PROTECCION,660007.3164
48446.99,73744772.82,"010152",CUMBE,7377.42167200,CUMBE,PR02,AREA DE INTERES HIDRICO (ETAPA),RURAL,PROTECCION,INTERES HIDRICO,CONSERVACION,CONSERVACION,PROTECCION ECOLOGICA,,,,"010152",,,,0.018041001212839,,RU,"0",,"0",PROTECCION,180.4106
48446.99,73744772.82,"010152",CUMBE,7377.42167200,CUMBE,PR02,AREA DE INTERES HIDRICO (ETAPA),RURAL,PROTECCION,INTERES HIDRICO,CONSERVACION,CONSERVACION,PROTECCION ECOLOGICA,,,,"010152",,,,2.414569530937829,,RU,"0",,"0",PROTECCION,24145.6938
48446.99,73744772.82,"010152",CUMBE,7377.42167200,CUMBE,PR05,AREA DE PROTECCION ARQUEOLOGICA O HISTORICA Y PATRIMONIAL,RURAL,PROTECCION,ARQUEOLOGICA O VALOR HISTORICO Y PATRIMONIAL,CONSERVACION,CONSERVACION,PROTECCION DEL PATRIMONIO HISTORICO Y CULTURAL,,,,"010152",,,,7.957709100782482,,RU,"0",,"0",PROTECCION,79577.0923
48446.99,73744772.82,"010152",CUMBE,7377.42167200,CUMBE,PR05,AREA DE PROTECCION ARQUEOLOGICA O HISTORICA Y PATRIMONIAL,RURAL,PROTECCION,ARQUEOLOGICA O VALOR HISTORICO Y PATRIMONIAL,CONSERVACION,CONSERVACION,PROTECCION DEL PATRIMONIO HISTORICO Y CULTURAL,,,,"010152",,,,4.336746734856141,,RU,"0",,"0",PROTECCION,43367.4683
48446.99,73744772.82,"010152",CUMBE,7377.42167200,CUMBE,PR05,AREA DE PROTECCION ARQUEOLOGICA O HISTORICA Y PATRIMONIAL,RURAL,PROTECCION,ARQUEOLOGICA O VALOR HISTORICO Y PATRIMONIAL,CONSERVACION,CONSERVACION,PROTECCION DEL PATRIMONIO HISTORICO Y CULTURAL,,,,"010152",,,,11.152449756995251,,RU,"0",,"0",PROTECCION,111524.4976
48446.99,73744772.82,"010152",CUMBE,7377.42167200,CUMBE,PR05,AREA DE PROTECCION ARQUEOLOGICA O HISTORICA Y PATRIMONIAL,RURAL,PROTECCION,ARQUEOLOGICA O VALOR HISTORICO Y PATRIMONIAL,CONSERVACION,CONSERVACION,PROTECCION DEL PATRIMONIO HISTORICO Y CULTURAL,,,,"010152",,,,9.791200820606001,,RU,"0",,"0",PROTECCION,97912.0068
48446.99,73744772.82,"010152",CUMBE,7377.42167200,CUMBE,PR05,AREA DE PROTECCION ARQUEOLOGICA O HISTORICA Y PATRIMONIAL,RURAL,PROTECCION,ARQUEOLOGICA O VALOR HISTORICO Y PATRIMONIAL,CONSERVACION,CONSERVACION,PROTECCION DEL PATRIMONIO HISTORICO Y CULTURAL,,,,"010152",,,,14.847189517911390,,RU,"0",,"0",PROTECCION,148471.8979
48446.99,73744772.82,"010152",CUMBE,7377.42167200,CUMBE,PR05,AREA DE PROTECCION ARQUEOLOGICA O HISTORICA Y PATRIMONIAL,RURAL,PROTECCION,ARQUEOLOGICA O VALOR HISTORICO Y PATRIMONIAL,CONSERVACION,CONSERVACION,PROTECCION DEL PATRIMONIO HISTORICO Y CULTURAL,,,,"010152",,,,5.810963037978274,,RU,"0",,"0",PROTECCION,58109.6284
48446.99,73744772.82,"010152",CUMBE,7377.42167200,CUMBE,PR05,AREA DE PROTECCION ARQUEOLOGICA O HISTORICA Y PATRIMONIAL,RURAL,PROTECCION,ARQUEOLOGICA O VALOR HISTORICO Y PATRIMONIAL,CONSERVACION,CONSERVACION,PROTECCION DEL PATRIMONIO HISTORICO Y CULTURAL,,,,"010152",,,,4.424723339828064,,RU,"0",,"0",PROTECCION,44247.2334
48446.99,73744772.82,"010152",CUMBE,7377.42167200,CUMBE,PR05,AREA DE PROTECCION ARQUEOLOGICA O HISTORICA Y PATRIMONIAL,RURAL,PROTECCION,ARQUEOLOGICA O VALOR HISTORICO Y PATRIMONIAL,CONSERVACION,CONSERVACION,PROTECCION DEL PATRIMONIO HISTORICO Y CULTURAL,,,,"010152",,,,14.346808293478809,,RU,"0",,"0",PROTECCION,143468.0845
48446.99,73744772.82,"010152",CUMBE,7377.42167200,CUMBE,PR05,AREA DE PROTECCION ARQUEOLOGICA O HISTORICA Y PATRIMONIAL,RURAL,PROTECCION,ARQUEOLOGICA O VALOR HISTORICO Y PATRIMONIAL,CONSERVACION,CONSERVACION,PROTECCION DEL PATRIMONIO HISTORICO Y CULTURAL,,,,"010152",,,,12.637780881852564,,RU,"0",,"0",PROTECCION,126377.8149
48446.99,73744772.82,"010152",CUMBE,7377.42167200,CUMBE,PR05,AREA DE PROTECCION ARQUEOLOGICA O HISTORICA Y PATRIMONIAL,RURAL,PROTECCION,ARQUEOLOGICA O VALOR HISTORICO Y PATRIMONIAL,CONSERVACION,CONSERVACION,PROTECCION DEL PATRIMONIO HISTORICO Y CULTURAL,,,,"010152",,,,2.690001387820578,,RU,"0",,"0",PROTECCION,26900.0181
48446.99,73744772.82,"010152",CUMBE,7377.42167200,CUMBE,PR05,AREA DE PROTECCION ARQUEOLOGICA O HISTORICA Y PATRIMONIAL,RURAL,PROTECCION,ARQUEOLOGICA O VALOR HISTORICO Y PATRIMONIAL,CONSERVACION,CONSERVACION,PROTECCION DEL PATRIMONIO HISTORICO Y CULTURAL,,,,"010171",,,,0.304731382311295,,RU,"0",,"0",PROTECCION,3047.3149
48446.99,73744772.82,"010152",CUMBE,7377.42167200,CUMBE,PR06,AREA DE INTERES AMBIENTAL Y PAISAJISTICO,RURAL,PROTECCION,AREAS DE INTERES AMBIENTAL Y/O PAISAJISTICO,CONSERVACION,CONSERVACION,PROTECCION ECOLOGICA,,,,"010152",,,,145.924389895475571,,RU,"0",,"0",PROTECCION,1459243.8994
48446.99,73744772.82,"010152",CUMBE,7377.42167200,CUMBE,PR06,AREA DE INTERES AMBIENTAL Y PAISAJISTICO,RURAL,PROTECCION,AREAS DE INTERES AMBIENTAL Y/O PAISAJISTICO,CONSERVACION,CONSERVACION,PROTECCION ECOLOGICA,,,,"010152",,,,66.872289412025225,,RU,"0",,"0",PROTECCION,668722.8901
48446.99,73744772.82,"010152",CUMBE,7377.42167200,CUMBE,PR06,AREA DE INTERES AMBIENTAL Y PAISAJISTICO,RURAL,PROTECCION,AREAS DE INTERES AMBIENTAL Y/O PAISAJISTICO,CONSERVACION,CONSERVACION,PROTECCION ECOLOGICA,,,,"010152",,,,4.851027999791968,,RU,"0",,"0",PROTECCION,48510.2808
48446.99,73744772.82,"010152",CUMBE,7377.42167200,CUMBE,PR06,AREA DE INTERES AMBIENTAL Y PAISAJISTICO,RURAL,PROTECCION,AREAS DE INTERES AMBIENTAL Y/O PAISAJISTICO,CONSERVACION,CONSERVACION,PROTECCION ECOLOGICA,,,,"010152",,,,2.703061796925948,,RU,"0",,"0",PROTECCION,27030.6177
48446.99,73744772.82,"010152",CUMBE,7377.42167200,CUMBE,PR06,AREA DE INTERES AMBIENTAL Y PAISAJISTICO,RURAL,PROTECCION,AREAS DE INTERES AMBIENTAL Y/O PAISAJISTICO,CONSERVACION,CONSERVACION,PROTECCION ECOLOGICA,,,,"010171",,,,1527.300253500000053,,RU,"0",,"0",PROTECCION,15273002.5313
48446.99,73744772.82,"010152",CUMBE,7377.42167200,CUMBE,PR06,AREA DE INTERES AMBIENTAL Y PAISAJISTICO,RURAL,PROTECCION,AREAS DE INTERES AMBIENTAL Y/O PAISAJISTICO,CONSERVACION,CONSERVACION,PROTECCION ECOLOGICA,,,,"010171",,,,66.349388870524010,,RU,"0",,"0",PROTECCION,663493.8843
48446.99,73744772.82,"010152",CUMBE,7377.42167200,CUMBE,PR06,AREA DE INTERES AMBIENTAL Y PAISAJISTICO,RURAL,PROTECCION,AREAS DE INTERES AMBIENTAL Y/O PAISAJISTICO,CONSERVACION,CONSERVACION,PROTECCION ECOLOGICA,,,,"010171",,,,19.141251944508955,,RU,"0",,"0",PROTECCION,191412.5176
48446.99,73744772.82,"010152",CUMBE,7377.42167200,CUMBE,PR06,AREA DE INTERES AMBIENTAL Y PAISAJISTICO,RURAL,PROTECCION,AREAS DE INTERES AMBIENTAL Y/O PAISAJISTICO,CONSERVACION,CONSERVACION,PROTECCION ECOLOGICA,,,,"010152",,,,1501.821739859999980,,RU,"0",,"0",PROTECCION,15018217.4014
48446.99,73744772.82,"010152",CUMBE,7377.42167200,CUMBE,PR06,AREA DE INTERES AMBIENTAL Y PAISAJISTICO,RURAL,PROTECCION,AREAS DE INTERES AMBIENTAL Y/O PAISAJISTICO,CONSERVACION,CONSERVACION,PROTECCION ECOLOGICA,,,,"010152",,,,417.587883794455422,,RU,"0",,"0",PROTECCION,4175878.8354
48446.99,73744772.82,"010152",CUMBE,7377.42167200,CUMBE,P06,AREA SILVOPASTORIL,RURAL,PRODUCCION,SILVOPASTORIL,PROMOCION PRODUCTIVA,PRODUCTIVAS,AGROPECUARIO,,,,"010161",,,,9021.654416710000078,,RU,"0",,"0",PRODUCCION,90216544.1431
48446.99,73744772.82,"010152",CUMBE,7377.42167200,CUMBE,PR06,AREA DE INTERES AMBIENTAL Y PAISAJISTICO,RURAL,PROTECCION,AREAS DE INTERES AMBIENTAL Y/O PAISAJISTICO,CONSERVACION,CONSERVACION,PROTECCION ECOLOGICA,,,,"010161",,,,1316.312464769999906,,RU,"0",,"0",PROTECCION,13163124.6528
48446.99,73744772.82,"010152",CUMBE,7377.42167200,CUMBE,P05,AREA PECUARIA,RURAL,PRODUCCION,PECUARIO,PROMOCION PRODUCTIVA,PRODUCTIVAS,AGROPECUARIO,,,,"010152",,,,288.567022211647270,,RU,"0",,"0",PRODUCCION,2885670.2202
48446.99,73744772.82,"010152",CUMBE,7377.42167200,CUMBE,P06,AREA SILVOPASTORIL,RURAL,PRODUCCION,SILVOPASTORIL,PROMOCION PRODUCTIVA,PRODUCTIVAS,AGROPECUARIO,,,,"010152",,,,19.279080732955471,,RU,"0",,"0",PRODUCCION,192790.8081
48446.99,73744772.82,"010152",CUMBE,7377.42167200,CUMBE,PR02,AREA DE INTERES HIDRICO (ETAPA),RURAL,PROTECCION,INTERES HIDRICO,CONSERVACION,CONSERVACION,PROTECCION ECOLOGICA,,,,"010171",,,,93.191216652002012,,RU,"0",,"0",PROTECCION,931912.1636
83655.68,194712358.07,"010171",VICTORIA DEL PORTETE (IRQUIS),19476.66552000,VICTORIA DEL PORTETE,P05_01,AREA PECUARIA RESTRINGIDA,RURAL,PRODUCCION,PECUARIO,PROMOCION PRODUCTIVA,PRODUCTIVAS,AGROPECUARIO,,,,"010171",,,,390.228728725134488,,RU,"0",,"0",PRODUCCION,3902287.2861
83655.68,194712358.07,"010171",VICTORIA DEL PORTETE (IRQUIS),19476.66552000,VICTORIA DEL PORTETE,SI02,AREA CON POTENCIAL PARA SUELO INDUSTRIAL,RURAL,SUELO RURAL DE EXPANSION URBANA,AREA CON POTENCIAL PARA SUELO INDUSTRIAL,DESARROLLO,PRODUCCION INDUSTRIAL,INDUSTRIAL,Expansion urbana,,,,Rural,Desarrollo,Baja,114.867580463223092,EXP-CUM-2,EXP,"600",Baja,"0",SUELO RURAL DE EXPANSION URBANA,1148675.8037
83655.68,194712358.07,"010171",VICTORIA DEL PORTETE (IRQUIS),19476.66552000,VICTORIA DEL PORTETE,U02,SUELO URBANO NO CONSOLIDADO,URBANO,SUELO URBANO NO CONSOLIDADO,URBANO,CONSOLIDACION,RESIDENCIAL,RESIDENCIAL,Cabecera urbano parroquial,,,,Urbano-Parroquial,Mejoramiento integral,Media,49.028320781252901,UP-VPO-1,UP,"250",Media,"3",SUELO URBANO NO CONSOLIDADO,490283.2080
83655.68,194712358.07,"010171",VICTORIA DEL PORTETE (IRQUIS),19476.66552000,VICTORIA DEL PORTETE,SI02,AREA CON POTENCIAL PARA SUELO INDUSTRIAL,RURAL,SUELO RURAL DE EXPANSION URBANA,AREA CON POTENCIAL PARA SUELO INDUSTRIAL,DESARROLLO,PRODUCCION INDUSTRIAL,INDUSTRIAL,Expansion urbana,,,,Rural,Desarrollo,Baja,108.813918042102159,EXP-VPO-1,EXP,"600",Baja,"0",SUELO RURAL DE EXPANSION URBANA,1088139.1826
83655.68,194712358.07,"010171",VICTORIA DEL PORTETE (IRQUIS),19476.66552000,VICTORIA DEL PORTETE,P01,ASENTAMIENTO RURAL,RURAL,PRODUCCION,ASENTAMIENTOS RURALES,PROMOCION PRODUCTIVA,RESIDENCIAL RURAL,RESIDENCIAL RURAL,,,,"010152",,,,5.731586474767108,,RU,"0",,"0",PRODUCCION,57315.8643
83655.68,194712358.07,"010171",VICTORIA DEL PORTETE (IRQUIS),19476.66552000,VICTORIA DEL PORTETE,P01,ASENTAMIENTO RURAL,RURAL,PRODUCCION,ASENTAMIENTOS RURALES,PROMOCION PRODUCTIVA,RESIDENCIAL RURAL,RESIDENCIAL RURAL,,,,"010152",,,,2.617348052774669,,RU,"0",,"0",PRODUCCION,26173.4795
83655.68,194712358.07,"010171",VICTORIA DEL PORTETE (IRQUIS),19476.66552000,VICTORIA DEL PORTETE,P01,ASENTAMIENTO RURAL,RURAL,PRODUCCION,ASENTAMIENTOS RURALES,PROMOCION PRODUCTIVA,RESIDENCIAL RURAL,RESIDENCIAL RURAL,,,,"010171",,,,317.654471811006147,,RU,"0",,"0",PRODUCCION,3176544.7251
83655.68,194712358.07,"010171",VICTORIA DEL PORTETE (IRQUIS),19476.66552000,VICTORIA DEL PORTETE,P01,ASENTAMIENTO RURAL,RURAL,PRODUCCION,ASENTAMIENTOS RURALES,PROMOCION PRODUCTIVA,RESIDENCIAL RURAL,RESIDENCIAL RURAL,,,,"010171",,,,46.454017280569524,,RU,"0",,"0",PRODUCCION,464540.1772
