perimetro,area,DPA_PARROQ,DPA_DESPAR,Area ha,Parroquia,COD,PIT,CLASIFICAC,SUBCLASIFI,NIVEL_USO,PIT_TRATAM,ACT_GENERA,USO_GENERA,SECTOR,COD_UE,SUBCLAS_UR,COD_PARR,ubicacion,tratamient,densidad,area_2,codigo,zona,LOTE_MIN,DENS_PROP,ALTURA_MAX,SUBCLASS,area_m2
56212.94,117254406.78,"010161",QUINGEO,11731.26611000,QUINGEO,P05,AREA PECUARIA,RURAL,PRODUCCION,PECUARIO,PROMOCION PRODUCTIVA,PRODUCTIVAS,AGROPECUARIO,,,,"010161",,,,103.630419647074490,,RU,"0",,"0",PRODUCCION,1036304.2021
56212.94,117254406.78,"010161",QUINGEO,11731.26611000,QUINGEO,P05,AREA PECUARIA,RURAL,PRODUCCION,PECUARIO,PROMOCION PRODUCTIVA,PRODUCTIVAS,AGROPECUARIO,,,,"010161",,,,16.117319778553011,,RU,"0",,"0",PRODUCCION,161173.2002
56212.94,117254406.78,"010161",QUINGEO,11731.26611000,QUINGEO,P05,AREA PECUARIA,RURAL,PRODUCCION,PECUARIO,PROMOCION PRODUCTIVA,PRODUCTIVAS,AGROPECUARIO,,,,"010161",,,,0.372393897828818,,RU,"0",,"0",PRODUCCION,3723.9395
56212.94,117254406.78,"010161",QUINGEO,11731.26611000,QUINGEO,P05,AREA PECUARIA,RURAL,PRODUCCION,PECUARIO,PROMOCION PRODUCTIVA,PRODUCTIVAS,AGROPECUARIO,,,,"010161",,,,16.083538509359265,,RU,"0",,"0",PRODUCCION,160835.3838
56212.94,117254406.78,"010161",QUINGEO,11731.26611000,QUINGEO,P05,AREA PECUARIA,RURAL,PRODUCCION,PECUARIO,PROMOCION PRODUCTIVA,PRODUCTIVAS,AGROPECUARIO,,,,"010161",,,,4.818594046875572,,RU,"0",,"0",PRODUCCION,48185.9409
56212.94,117254406.78,"010161",QUINGEO,11731.26611000,QUINGEO,P05,AREA PECUARIA,RURAL,PRODUCCION,PECUARIO,PROMOCION PRODUCTIVA,PRODUCTIVAS,AGROPECUARIO,,,,"010161",,,,145.093836273070451,,RU,"0",,"0",PRODUCCION,1450938.3608
56212.94,117254406.78,"010161",QUINGEO,11731.26611000,QUINGEO,P05,AREA PECUARIA,RURAL,PRODUCCION,PECUARIO,PROMOCION PRODUCTIVA,PRODUCTIVAS,AGROPECUARIO,,,,"010161",,,,7.630013891835860,,RU,"0",,"0",PRODUCCION,76300.1372
56212.94,117254406.78,"010161",QUINGEO,11731.26611000,QUINGEO,P05,AREA PECUARIA,RURAL,PRODUCCION,PECUARIO,PROMOCION PRODUCTIVA,PRODUCTIVAS,AGROPECUARIO,,,,"010161",,,,18.804689006389324,,RU,"0",,"0",PRODUCCION,188046.8882
56212.94,117254406.78,"010161",QUINGEO,11731.26611000,QUINGEO,P05,AREA PECUARIA,RURAL,PRODUCCION,PECUARIO,PROMOCION PRODUCTIVA,PRODUCTIVAS,AGROPECUARIO,,,,"010161",,,,1.332595397915376,,RU,"0",,"0",PRODUCCION,13325.9521
56212.94,117254406.78,"010161",QUINGEO,11731.26611000,QUINGEO,P05,AREA PECUARIA,RURAL,PRODUCCION,PECUARIO,PROMOCION PRODUCTIVA,PRODUCTIVAS,AGROPECUARIO,,,,"010161",,,,2.016483165297340,,RU,"0",,"0",PRODUCCION,20164.8311
56212.94,117254406.78,"010161",QUINGEO,11731.26611000,QUINGEO,P05,AREA PECUARIA,RURAL,PRODUCCION,PECUARIO,PROMOCION PRODUCTIVA,PRODUCTIVAS,AGROPECUARIO,,,,"010161",,,,0.760782488941739,,RU,"0",,"0",PRODUCCION,7607.8247
56212.94,117254406.78,"010161",QUINGEO,11731.26611000,QUINGEO,P05,AREA PECUARIA,RURAL,PRODUCCION,PECUARIO,PROMOCION PRODUCTIVA,PRODUCTIVAS,AGROPECUARIO,,,,"010161",,,,66.802899027276382,,RU,"0",,"0",PRODUCCION,668028.9961
56212.94,117254406.78,"010161",QUINGEO,11731.26611000,QUINGEO,P05,AREA PECUARIA,RURAL,PRODUCCION,PECUARIO,PROMOCION PRODUCTIVA,PRODUCTIVAS,AGROPECUARIO,,,,"010161",,,,74.613149638520198,,RU,"0",,"0",PRODUCCION,746131.4956
56212.94,117254406.78,"010161",QUINGEO,11731.26611000,QUINGEO,P05,AREA PECUARIA,RURAL,PRODUCCION,PECUARIO,PROMOCION PRODUCTIVA,PRODUCTIVAS,AGROPECUARIO,,,,"010161",,,,9.727207257408367,,RU,"0",,"0",PRODUCCION,97272.0654
56212.94,117254406.78,"010161",QUINGEO,11731.26611000,QUINGEO,P05,AREA PECUARIA,RURAL,PRODUCCION,PECUARIO,PROMOCION PRODUCTIVA,PRODUCTIVAS,AGROPECUARIO,,,,"010161",,,,155.657770664882946,,RU,"0",,"0",PRODUCCION,1556577.7178
56212.94,117254406.78,"010161",QUINGEO,11731.26611000,QUINGEO,PR06,AREA DE INTERES AMBIENTAL Y PAISAJISTICO,RURAL,PROTECCION,AREAS DE INTERES AMBIENTAL Y/O PAISAJISTICO,CONSERVACION,CONSERVACION,PROTECCION ECOLOGICA,,,,"010164",,,,267.901130910560653,,RU,"0",,"0",PROTECCION,2679011.2886
56212.94,117254406.78,"010161",QUINGEO,11731.26611000,QUINGEO,P05,AREA PECUARIA,RURAL,PRODUCCION,PECUARIO,PROMOCION PRODUCTIVA,PRODUCTIVAS,AGROPECUARIO,,,,"010161",,,,36.654255959944443,,RU,"0",,"0",PRODUCCION,366542.5654
56212.94,117254406.78,"010161",QUINGEO,11731.26611000,QUINGEO,P05,AREA PECUARIA,RURAL,PRODUCCION,PECUARIO,PROMOCION PRODUCTIVA,PRODUCTIVAS,AGROPECUARIO,,,,"010164",,,,9.730867669658709,,RU,"0",,"0",PRODUCCION,97308.6758
56212.94,117254406.78,"010161",QUINGEO,11731.26611000,QUINGEO,P05,AREA PECUARIA,RURAL,PRODUCCION,PECUARIO,PROMOCION PRODUCTIVA,PRODUCTIVAS,AGROPECUARIO,,,,"010164",,,,5.351374148762618,,RU,"0",,"0",PRODUCCION,53513.7397
56212.94,117254406.78,"010161",QUINGEO,11731.26611000,QUINGEO,P05,AREA PECUARIA,RURAL,PRODUCCION,PECUARIO,PROMOCION PRODUCTIVA,PRODUCTIVAS,AGROPECUARIO,,,,"010164",,,,8.001039736794485,,RU,"0",,"0",PRODUCCION,80010.3926
56212.94,117254406.78,"010161",QUINGEO,11731.26611000,QUINGEO,P05,AREA PECUARIA,RURAL,PRODUCCION,PECUARIO,PROMOCION PRODUCTIVA,PRODUCTIVAS,AGROPECUARIO,,,,"010164",,,,12.753377302672844,,RU,"0",,"0",PRODUCCION,127533.7725
56212.94,117254406.78,"010161",QUINGEO,11731.26611000,QUINGEO,P06,AREA SILVOPASTORIL,RURAL,PRODUCCION,SILVOPASTORIL,PROMOCION PRODUCTIVA,PRODUCTIVAS,AGROPECUARIO,,,,"010161",,,,0.029556411132043,,RU,"0",,"0",PRODUCCION,295.5640
56212.94,117254406.78,"010161",QUINGEO,11731.26611000,QUINGEO,P06,AREA SILVOPASTORIL,RURAL,PRODUCCION,SILVOPASTORIL,PROMOCION PRODUCTIVA,PRODUCTIVAS,AGROPECUARIO,,,,"010161",,,,20.518279289284127,,RU,"0",,"0",PRODUCCION,205182.7910
56212.94,117254406.78,"010161",QUINGEO,11731.26611000,QUINGEO,P06,AREA SILVOPASTORIL,RURAL,PRODUCCION,SILVOPASTORIL,PROMOCION PRODUCTIVA,PRODUCTIVAS,AGROPECUARIO,,,,"010161",,,,3.548853264279402,,RU,"0",,"0",PRODUCCION,35488.5327
56212.94,117254406.78,"010161",QUINGEO,11731.26611000,QUINGEO,P06,AREA SILVOPASTORIL,RURAL,PRODUCCION,SILVOPASTORIL,PROMOCION PRODUCTIVA,PRODUCTIVAS,AGROPECUARIO,,,,"010161",,,,0.727190473234793,,RU,"0",,"0",PRODUCCION,7271.9033
56212.94,117254406.78,"010161",QUINGEO,11731.26611000,QUINGEO,P06,AREA SILVOPASTORIL,RURAL,PRODUCCION,SILVOPASTORIL,PROMOCION PRODUCTIVA,PRODUCTIVAS,AGROPECUARIO,,,,"010161",,,,2.183510093604463,,RU,"0",,"0",PRODUCCION,21835.1011
56212.94,117254406.78,"010161",QUINGEO,11731.26611000,QUINGEO,P06,AREA SILVOPASTORIL,RURAL,PRODUCCION,SILVOPASTORIL,PROMOCION PRODUCTIVA,PRODUCTIVAS,AGROPECUARIO,,,,"010161",,,,2.490939130462955,,RU,"0",,"0",PRODUCCION,24909.3921
56212.94,117254406.78,"010161",QUINGEO,11731.26611000,QUINGEO,P06,AREA SILVOPASTORIL,RURAL,PRODUCCION,SILVOPASTORIL,PROMOCION PRODUCTIVA,PRODUCTIVAS,AGROPECUARIO,,,,"010161",,,,4.677497805928740,,RU,"0",,"0",PRODUCCION,46774.9780
56212.94,117254406.78,"010161",QUINGEO,11731.26611000,QUINGEO,P06,AREA SILVOPASTORIL,RURAL,PRODUCCION,SILVOPASTORIL,PROMOCION PRODUCTIVA,PRODUCTIVAS,AGROPECUARIO,,,,"010161",,,,6.169534336248614,,RU,"0",,"0",PRODUCCION,61695.3442
56212.94,117254406.78,"010161",QUINGEO,11731.26611000,QUINGEO,P06,AREA SILVOPASTORIL,RURAL,PRODUCCION,SILVOPASTORIL,PROMOCION PRODUCTIVA,PRODUCTIVAS,AGROPECUARIO,,,,"010161",,,,12.364829519570794,,RU,"0",,"0",PRODUCCION,123648.2944
56212.94,117254406.78,"010161",QUINGEO,11731.26611000,QUINGEO,P06,AREA SILVOPASTORIL,RURAL,PRODUCCION,SILVOPASTORIL,PROMOCION PRODUCTIVA,PRODUCTIVAS,AGROPECUARIO,,,,"010161",,,,0.926214652521755,,RU,"0",,"0",PRODUCCION,9262.1470
56212.94,117254406.78,"010161",QUINGEO,11731.26611000,QUINGEO,P06,AREA SILVOPASTORIL,RURAL,PRODUCCION,SILVOPASTORIL,PROMOCION PRODUCTIVA,PRODUCTIVAS,AGROPECUARIO,,,,"010161",,,,296.307663746391086,,RU,"0",,"0",PRODUCCION,2963076.6479
56212.94,117254406.78,"010161",QUINGEO,11731.26611000,QUINGEO,P06,AREA SILVOPASTORIL,RURAL,PRODUCCION,SILVOPASTORIL,PROMOCION PRODUCTIVA,PRODUCTIVAS,AGROPECUARIO,,,,"010161",,,,40.400596922277010,,RU,"0",,"0",PRODUCCION,404005.9697
56212.94,117254406.78,"010161",QUINGEO,11731.26611000,QUINGEO,P06,AREA SILVOPASTORIL,RURAL,PRODUCCION,SILVOPASTORIL,PROMOCION PRODUCTIVA,PRODUCTIVAS,AGROPECUARIO,,,,"010161",,,,80.837740733623463,,RU,"0",,"0",PRODUCCION,808377.4063
56212.94,117254406.78,"010161",QUINGEO,11731.26611000,QUINGEO,P06,AREA SILVOPASTORIL,RURAL,PRODUCCION,SILVOPASTORIL,PROMOCION PRODUCTIVA,PRODUCTIVAS,AGROPECUARIO,,,,"010161",,,,87.971469221916479,,RU,"0",,"0",PRODUCCION,879714.6914
56212.94,117254406.78,"010161",QUINGEO,11731.26611000,QUINGEO,P06,AREA SILVOPASTORIL,RURAL,PRODUCCION,SILVOPASTORIL,PROMOCION PRODUCTIVA,PRODUCTIVAS,AGROPECUARIO,,,,"010161",,,,40.119134292616017,,RU,"0",,"0",PRODUCCION,401191.3335
56212.94,117254406.78,"010161",QUINGEO,11731.26611000,QUINGEO,PR06,AREA DE INTERES AMBIENTAL Y PAISAJISTICO,RURAL,PROTECCION,AREAS DE INTERES AMBIENTAL Y/O PAISAJISTICO,CONSERVACION,CONSERVACION,PROTECCION ECOLOGICA,,,,"010168",,,,0.032790933258507,,RU,"0",,"0",PROTECCION,327.9106
56212.94,117254406.78,"010161",QUINGEO,11731.26611000,QUINGEO,PR06,AREA DE INTERES AMBIENTAL Y PAISAJISTICO,RURAL,PROTECCION,AREAS DE INTERES AMBIENTAL Y/O PAISAJISTICO,CONSERVACION,CONSERVACION,PROTECCION ECOLOGICA,,,,"010161",,,,3.250495698575607,,RU,"0",,"0",PROTECCION,32504.9580
56212.94,117254406.78,"010161",QUINGEO,11731.26611000,QUINGEO,PR06,AREA DE INTERES AMBIENTAL Y PAISAJISTICO,RURAL,PROTECCION,AREAS DE INTERES AMBIENTAL Y/O PAISAJISTICO,CONSERVACION,CONSERVACION,PROTECCION ECOLOGICA,,,,"010161",,,,195.055664643363826,,RU,"0",,"0",PROTECCION,1950556.6450
56212.94,117254406.78,"010161",QUINGEO,11731.26611000,QUINGEO,PR06,AREA DE INTERES AMBIENTAL Y PAISAJISTICO,RURAL,PROTECCION,AREAS DE INTERES AMBIENTAL Y/O PAISAJISTICO,CONSERVACION,CONSERVACION,PROTECCION ECOLOGICA,,,,"010161",,,,84.914842841434222,,RU,"0",,"0",PROTECCION,849148.4272
56212.94,117254406.78,"010161",QUINGEO,11731.26611000,QUINGEO,PR06,AREA DE INTERES AMBIENTAL Y PAISAJISTICO,RURAL,PROTECCION,AREAS DE INTERES AMBIENTAL Y/O PAISAJISTICO,CONSERVACION,CONSERVACION,PROTECCION ECOLOGICA,,,,"010161",,,,10.437586144505921,,RU,"0",,"0",PROTECCION,104375.8604
56212.94,117254406.78,"010161",QUINGEO,11731.26611000,QUINGEO,PR06,AREA DE INTERES AMBIENTAL Y PAISAJISTICO,RURAL,PROTECCION,AREAS DE INTERES AMBIENTAL Y/O PAISAJISTICO,CONSERVACION,CONSERVACION,PROTECCION ECOLOGICA,,,,"010161",,,,8.937666134322056,,RU,"0",,"0",PROTECCION,89376.6616
56212.94,117254406.78,"010161",QUINGEO,11731.26611000,QUINGEO,PR06,AREA DE INTERES AMBIENTAL Y PAISAJISTICO,RURAL,PROTECCION,AREAS DE INTERES AMBIENTAL Y/O PAISAJISTICO,CONSERVACION,CONSERVACION,PROTECCION ECOLOGICA,,,,"010161",,,,10.624984155092646,,RU,"0",,"0",PROTECCION,106249.8418
56212.94,117254406.78,"010161",QUINGEO,11731.26611000,QUINGEO,PR06,AREA DE INTERES AMBIENTAL Y PAISAJISTICO,RURAL,PROTECCION,AREAS DE INTERES AMBIENTAL Y/O PAISAJISTICO,CONSERVACION,CONSERVACION,PROTECCION ECOLOGICA,,,,"010161",,,,3.005377407498738,,RU,"0",,"0",PROTECCION,30053.7725
56212.94,117254406.78,"010161",QUINGEO,11731.26611000,QUINGEO,PR06,AREA DE INTERES AMBIENTAL Y PAISAJISTICO,RURAL,PROTECCION,AREAS DE INTERES AMBIENTAL Y/O PAISAJISTICO,CONSERVACION,CONSERVACION,PROTECCION ECOLOGICA,,,,"010161",,,,495.798934698781977,,RU,"0",,"0",PROTECCION,4957989.3374
56212.94,117254406.78,"010161",QUINGEO,11731.26611000,QUINGEO,PR06,AREA DE INTERES AMBIENTAL Y PAISAJISTICO,RURAL,PROTECCION,AREAS DE INTERES AMBIENTAL Y/O PAISAJISTICO,CONSERVACION,CONSERVACION,PROTECCION ECOLOGICA,,,,"010161",,,,40.541261528284601,,RU,"0",,"0",PROTECCION,405412.6138
56212.94,117254406.78,"010161",QUINGEO,11731.26611000,QUINGEO,P01,ASENTAMIENTO RURAL,RURAL,PRODUCCION,ASENTAMIENTOS RURALES,PROMOCION PRODUCTIVA,RESIDENCIAL RURAL,RESIDENCIAL RURAL,,,,"010161",,,,36.814804982471074,,RU,"0",,"0",PRODUCCION,368148.0493
56212.94,117254406.78,"010161",QUINGEO,11731.26611000,QUINGEO,P06,AREA SILVOPASTORIL,RURAL,PRODUCCION,SILVOPASTORIL,PROMOCION PRODUCTIVA,PRODUCTIVAS,AGROPECUARIO,,,,"010161",,,,240.522219143030981,,RU,"0",,"0",PRODUCCION,2405222.1875
56212.94,117254406.78,"010161",QUINGEO,11731.26611000,QUINGEO,PR04,BOSQUES PROTECTORES (Que no coinciden con otro PIT),RURAL,PROTECCION,BOSQUES PROTECTORES,CONSERVACION,CONSERVACION,PROTECCION ECOLOGICA,,,,"010161",,,,1582.172040680000009,,RU,"0",,"0",PROTECCION,15821720.4077
56212.94,117254406.78,"010161",QUINGEO,11731.26611000,QUINGEO,PR06,AREA DE INTERES AMBIENTAL Y PAISAJISTICO,RURAL,PROTECCION,AREAS DE INTERES AMBIENTAL Y/O PAISAJISTICO,CONSERVACION,CONSERVACION,PROTECCION ECOLOGICA,,,,"010161",,,,970.240182461907352,,RU,"0",,"0",PROTECCION,9702401.8457
56212.94,117254406.78,"010161",QUINGEO,11731.26611000,QUINGEO,P04,AREA AGROFORESTAL,RURAL,PRODUCCION,AGROFORESTAL,PROMOCION PRODUCTIVA,PRODUCTIVAS,AGROPECUARIO,,,,"010164",,,,1667.753518360000044,,RU,"0",,"0",PRODUCCION,16677535.1680
56212.94,117254406.78,"010161",QUINGEO,11731.26611000,QUINGEO,PR06,AREA DE INTERES AMBIENTAL Y PAISAJISTICO,RURAL,PROTECCION,AREAS DE INTERES AMBIENTAL Y/O PAISAJISTICO,CONSERVACION,CONSERVACION,PROTECCION ECOLOGICA,,,,"010164",,,,324.447344828302391,,RU,"0",,"0",PROTECCION,3244473.4492
56212.94,117254406.78,"010161",QUINGEO,11731.26611000,QUINGEO,PR06,AREA DE INTERES AMBIENTAL Y PAISAJISTICO,RURAL,PROTECCION,AREAS DE INTERES AMBIENTAL Y/O PAISAJISTICO,CONSERVACION,CONSERVACION,PROTECCION ECOLOGICA,,,,"010152",,,,1501.821739859999980,,RU,"0",,"0",PROTECCION,15018217.4014
56212.94,117254406.78,"010161",QUINGEO,11731.26611000,QUINGEO,PR04,BOSQUES PROTECTORES (Que no coinciden con otro PIT),RURAL,PROTECCION,BOSQUES PROTECTORES,CONSERVACION,CONSERVACION,PROTECCION ECOLOGICA,,,,"010161",,,,1615.658319180000035,,RU,"0",,"0",PROTECCION,16156583.1870
56212.94,117254406.78,"010161",QUINGEO,11731.26611000,QUINGEO,PR06,AREA DE INTERES AMBIENTAL Y PAISAJISTICO,RURAL,PROTECCION,AREAS DE INTERES AMBIENTAL Y/O PAISAJISTICO,CONSERVACION,CONSERVACION,PROTECCION ECOLOGICA,,,,"010161",,,,154.889984441881666,,RU,"0",,"0",PROTECCION,1548899.8408
56212.94,117254406.78,"010161",QUINGEO,11731.26611000,QUINGEO,P06,AREA SILVOPASTORIL,RURAL,PRODUCCION,SILVOPASTORIL,PROMOCION PRODUCTIVA,PRODUCTIVAS,AGROPECUARIO,,,,"010161",,,,9021.654416710000078,,RU,"0",,"0",PRODUCCION,90216544.1431
56212.94,117254406.78,"010161",QUINGEO,11731.26611000,QUINGEO,PR06,AREA DE INTERES AMBIENTAL Y PAISAJISTICO,RURAL,PROTECCION,AREAS DE INTERES AMBIENTAL Y/O PAISAJISTICO,CONSERVACION,CONSERVACION,PROTECCION ECOLOGICA,,,,"010161",,,,1316.312464769999906,,RU,"0",,"0",PROTECCION,13163124.6528
56212.94,117254406.78,"010161",QUINGEO,11731.26611000,QUINGEO,PR06,AREA DE INTERES AMBIENTAL Y PAISAJISTICO,RURAL,PROTECCION,AREAS DE INTERES AMBIENTAL Y/O PAISAJISTICO,CONSERVACION,CONSERVACION,PROTECCION ECOLOGICA,,,,"010170",,,,691.693389890029152,,RU,"0",,"0",PROTECCION,6916933.8984
48446.99,73744772.82,"010152",CUMBE,7377.42167200,CUMBE,P05_01,AREA PECUARIA RESTRINGIDA,RURAL,PRODUCCION,PECUARIO,PROMOCION PRODUCTIVA,PRODUCTIVAS,AGROPECUARIO,,,,"010171",,,,390.228728725134488,,RU,"0",,"0",PRODUCCION,3902287.2861
48446.99,73744772.82,"010152",CUMBE,7377.42167200,CUMBE,SI02,AREA CON POTENCIAL PARA SUELO INDUSTRIAL,RURAL,SUELO RURAL DE EXPANSION URBANA,AREA CON POTENCIAL PARA SUELO INDUSTRIAL,DESARROLLO,PRODUCCION INDUSTRIAL,INDUSTRIAL,Expansion urbana,,,,Rural,Desarrollo,Baja,114.867580463223092,EXP-CUM-2,EXP,"600",Baja,"0",SUELO RURAL DE EXPANSION URBANA,1148675.8037
48446.99,73744772.82,"010152",CUMBE,7377.42167200,CUMBE,U02,SUELO URBANO NO CONSOLIDADO,URBANO,SUELO URBANO NO CONSOLIDADO,URBANO,CONSOLIDACION,RESIDENCIAL,RESIDENCIAL,Cabecera urbano parroquial,,,,Urbano-Parroquial,Mejoramiento integral,Media,140.219430110415999,UP-CUM-1,UP,"250",Media,"3",SUELO URBANO NO CONSOLIDADO,1402194.2954
48446.99,73744772.82,"010152",CUMBE,7377.42167200,CUMBE,RE05,SUELO RURAL DE EXPANSION URBANA,RURAL,SUELO RURAL DE EXPANSION URBANA,EXPANSION URBANA,DESARROLLO,RESIDENCIAL,RESIDENCIAL,Expansion urbana,,,,Rural,Desarrollo,Baja,36.372021765842682,EXP-CUM-1,EXP,"750",Baja,"2",SUELO RURAL DE EXPANSION URBANA,363720.2163
48446.99,73744772.82,"010152",CUMBE,7377.42167200,CUMBE,SI02,AREA CON POTENCIAL PARA SUELO INDUSTRIAL,RURAL,SUELO RURAL DE EXPANSION URBANA,AREA CON POTENCIAL PARA SUELO INDUSTRIAL,DESARROLLO,PRODUCCION INDUSTRIAL,INDUSTRIAL,Expansion urbana,,,,Rural,Desarrollo,Baja,108.813918042102159,EXP-VPO-1,EXP,"600",Baja,"0",SUELO RURAL DE EXPANSION URBANA,1088139.1826
48446.99,73744772.82,"010152",CUMBE,7377.42167200,CUMBE,P01,ASENTAMIENTO RURAL,RURAL,PRODUCCION,ASENTAMIENTOS RURALES,PROMOCION PRODUCTIVA,RESIDENCIAL RURAL,RESIDENCIAL RURAL,,,,"010152",,,,82.338647639492009,,RU,"0",,"0",PRODUCCION,823386.4756
48446.99,73744772.82,"010152",CUMBE,7377.42167200,CUMBE,P01,ASENTAMIENTO RURAL,RURAL,PRODUCCION,ASENTAMIENTOS RURALES,PROMOCION PRODUCTIVA,RESIDENCIAL RURAL,RESIDENCIAL RURAL,,,,"010152",,,,12.578089808448700,,RU,"0",,"0",PRODUCCION,125780.9043
48446.99,73744772.82,"010152",CUMBE,7377.42167200,CUMBE,P01,ASENTAMIENTO RURAL,RURAL,PRODUCCION,ASENTAMIENTOS RURALES,PROMOCION PRODUCTIVA,RESIDENCIAL RURAL,RESIDENCIAL RURAL,,,,"010152",,,,5.731586474767108,,RU,"0",,"0",PRODUCCION,57315.8643
48446.99,73744772.82,"010152",CUMBE,7377.42167200,CUMBE,P01,ASENTAMIENTO RURAL,RURAL,PRODUCCION,ASENTAMIENTOS RURALES,PROMOCION PRODUCTIVA,RESIDENCIAL RURAL,RESIDENCIAL RURAL,,,,"010152",,,,2.617348052774669,,RU,"0",,"0",PRODUCCION,26173.4795
48446.99,73744772.82,"010152",CUMBE,7377.42167200,CUMBE,P01,ASENTAMIENTO RURAL,RURAL,PRODUCCION,ASENTAMIENTOS RURALES,PROMOCION PRODUCTIVA,RESIDENCIAL RURAL,RESIDENCIAL RURAL,,,,"010152",,,,32.430402170610556,,RU,"0",,"0",PRODUCCION,324304.0210
48446.99,73744772.82,"010152",CUMBE,7377.42167200,CUMBE,P01,ASENTAMIENTO RURAL,RURAL,PRODUCCION,ASENTAMIENTOS RURALES,PROMOCION PRODUCTIVA,RESIDENCIAL RURAL,RESIDENCIAL RURAL,,,,"010152",,,,58.231874504612840,,RU,"0",,"0",PRODUCCION,582318.7485
48446.99,73744772.82,"010152",CUMBE,7377.42167200,CUMBE,P01,ASENTAMIENTO RURAL,RURAL,PRODUCCION,ASENTAMIENTOS RURALES,PROMOCION PRODUCTIVA,RESIDENCIAL RURAL,RESIDENCIAL RURAL,,,,"010152",,,,93.414042145943071,,RU,"0",,"0",PRODUCCION,934140.4258
48446.99,73744772.82,"010152",CUMBE,7377.42167200,CUMBE,P01,ASENTAMIENTO RURAL,RURAL,PRODUCCION,ASENTAMIENTOS RURALES,PROMOCION PRODUCTIVA,RESIDENCIAL RURAL,RESIDENCIAL RURAL,,,,"010152",,,,7.342761324154888,,RU,"0",,"0",PRODUCCION,73427.6143
48446.99,73744772.82,"010152",CUMBE,7377.42167200,CUMBE,P01,ASENTAMIENTO RURAL,RURAL,PRODUCCION,ASENTAMIENTOS RURALES,PROMOCION PRODUCTIVA,RESIDENCIAL RURAL,RESIDENCIAL RURAL,,,,"010152",,,,0.821741347501250,,RU,"0",,"0",PRODUCCION,8217.4131
48446.99,73744772.82,"010152",CUMBE,7377.42167200,CUMBE,P01,ASENTAMIENTO RURAL,RURAL,PRODUCCION,ASENTAMIENTOS RURALES,PROMOCION PRODUCTIVA,RESIDENCIAL RURAL,RESIDENCIAL RURAL,,,,"010152",,,,16.959181505395559,,RU,"0",,"0",PRODUCCION,169591.8208
48446.99,73744772.82,"010152",CUMBE,7377.42167200,CUMBE,P01,ASENTAMIENTO RURAL,RURAL,PRODUCCION,ASENTAMIENTOS RURALES,PROMOCION PRODUCTIVA,RESIDENCIAL RURAL,RESIDENCIAL RURAL,,,,"010171",,,,327.316021728836347,,RU,"0",,"0",PRODUCCION,3273160.2324
48446.99,73744772.82,"010152",CUMBE,7377.42167200,CUMBE,P02_02,ASENTAMIENTO RURAL CONCENTRADO - con radio de influencia de 200m.,RURAL,PRODUCCION,ASENTAMIENTOS RURALES,PROMOCION PRODUCTIVA,PRODUCTIVAS,RESIDENCIAL RURAL,,,,"010168",,,,12.360582541552288,,RU,"0",,"0",PRODUCCION,123605.8262
48446.99,73744772.82,"010152",CUMBE,7377.42167200,CUMBE,P02_02,ASENTAMIENTO RURAL CONCENTRADO - con radio de influencia de 200m.,RURAL,PRODUCCION,ASENTAMIENTOS RURALES,PROMOCION PRODUCTIVA,PRODUCTIVAS,RESIDENCIAL RURAL,,,,"010168",,,,0.008235182088760,,RU,"0",,"0",PRODUCCION,82.3521
48446.99,73744772.82,"010152",CUMBE,7377.42167200,CUMBE,P02_02,ASENTAMIENTO RURAL CONCENTRADO - con radio de influencia de 200m.,RURAL,PRODUCCION,ASENTAMIENTOS RURALES,PROMOCION PRODUCTIVA,PRODUCTIVAS,RESIDENCIAL RURAL,,,,"010152",,,,12.360679975648605,,RU,"0",,"0",PRODUCCION,123606.8008
48446.99,73744772.82,"010152",CUMBE,7377.42167200,CUMBE,P02_02,ASENTAMIENTO RURAL CONCENTRADO - con radio de influencia de 200m.,RURAL,PRODUCCION,ASENTAMIENTOS RURALES,PROMOCION PRODUCTIVA,PRODUCTIVAS,RESIDENCIAL RURAL,,,,"010152",,,,12.360679670597033,,RU,"0",,"0",PRODUCCION,123606.7954
48446.99,73744772.82,"010152",CUMBE,7377.42167200,CUMBE,P02_02,ASENTAMIENTO RURAL CONCENTRADO - con radio de influencia de 200m.,RURAL,PRODUCCION,ASENTAMIENTOS RURALES,PROMOCION PRODUCTIVA,PRODUCTIVAS,RESIDENCIAL RURAL,,,,"010152",,,,12.360679670597033,,RU,"0",,"0",PRODUCCION,123606.7959
48446.99,73744772.82,"010152",CUMBE,7377.42167200,CUMBE,P02_02,ASENTAMIENTO RURAL CONCENTRADO - con radio de influencia de 200m.,RURAL,PRODUCCION,ASENTAMIENTOS RURALES,PROMOCION PRODUCTIVA,PRODUCTIVAS,RESIDENCIAL RURAL,,,,"010152",,,,12.360679670603801,,RU,"0",,"0",PRODUCCION,123606.7969
48446.99,73744772.82,"010152",CUMBE,7377.42167200,CUMBE,P02_02,ASENTAMIENTO RURAL CONCENTRADO - con radio de influencia de 200m.,RURAL,PRODUCCION,ASENTAMIENTOS RURALES,PROMOCION PRODUCTIVA,PRODUCTIVAS,RESIDENCIAL RURAL,,,,"010152",,,,11.441913184451778,,RU,"0",,"0",PRODUCCION,114419.1323
